Group Name,Group ID,Project Name,Project ID,Project Description,Issue Title,Issue ID,Description,Labels,Author,Assignees,Created At,Updated At,Closed At,Due Date,Milestone,Milestone ID,Milestone Due Date,Weight,Time Estimate,Total Time Spent,Comments Count,Subscribers Count,Discussion Locked,Last Edited At,Last Edited By,Merge Requests Count,Health Status,State,Confidential,Web URL,Complexidade,Peso Calculado,Prioridade Calculada,Status Consolidado
grp cemig-deletion_scheduled-5,5,prj bairro novo wendell,3,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,False,N/A,N/A,0,N/A,N/A,False,N/A,N/A,0,Não informado,Não definido
mitologia-tech,6,scrum-productivity-analytics,2,,Documentar arquitetura e resultados do projeto,33,"Documentar a arquitetura da solução, o fluxo de dados adotado e os principais resultados obtidos com a análise, servindo de base para o Trabalho de Conclusão de Curso.","C1-Baixa, P1-Baixa",Administrator,Morfeu,2025-12-29T18:58:04.352Z,2026-01-06T17:01:52.779Z,2025-12-31T17:08:38.670Z,,Sprint 4,4,2026-01-31,N/A,,,0,0,None,N/A,N/A,0,N/A,closed,False,http://gitlab/grp-prodemge/prj-python/-/issues/33,C1-Baixa,1,P1-Muito Alta,Concluído
mitologia-tech,6,scrum-productivity-analytics,2,,Criar dashboard de acompanhamento por sprint,32,"Desenvolver um dashboard específico para acompanhamento do desempenho das sprints, permitindo analisar evolução e entregas ao longo do tempo.","C2-Média, P3-Alta, 🔍 Revisão - Homologação",Administrator,Poseidon,2025-12-29T18:57:47.732Z,2026-01-06T17:02:25.167Z,,,Sprint 4,4,2026-01-31,N/A,,,0,0,None,N/A,N/A,0,N/A,opened,False,http://gitlab/grp-prodemge/prj-python/-/issues/32,C2-Média,2,P3-Média,Revisão-Homologação
mitologia-tech,6,scrum-productivity-analytics,2,,Criar dashboard de visão geral do projeto,31,"Criar um dashboard consolidado com visão geral do projeto, apresentando indicadores principais de produtividade e andamento das tarefas.","C2-Média, P3-Alta, 🔍 Revisão - Homologação",Administrator,Poseidon,2025-12-29T18:57:25.962Z,2026-01-06T17:02:28.800Z,,,Sprint 4,4,2026-01-31,N/A,,,0,0,None,N/A,N/A,0,N/A,opened,False,http://gitlab/grp-prodemge/prj-python/-/issues/31,C2-Média,2,P3-Média,Revisão-Homologação
mitologia-tech,6,scrum-productivity-analytics,2,,Criar indicadores de tarefas por prioridade,30,"Desenvolver análises que mostrem a distribuição das tarefas por nível de prioridade, auxiliando na identificação de gargalos.","C2-Média, P2-Média, 📝 A fazer",Administrator,Poseidon,2025-12-29T18:57:10.189Z,2025-12-30T13:50:33.766Z,,,N/A,N/A,N/A,N/A,,,0,0,None,N/A,N/A,0,N/A,opened,False,http://gitlab/grp-prodemge/prj-python/-/issues/30,C2-Média,2,P2-Alta,A fazer
mitologia-tech,6,scrum-productivity-analytics,2,,Criar indicadores de produtividade por colaborador,29,Criar métricas e visualizações que permitam avaliar a produtividade dos colaboradores com base na quantidade de tarefas atribuídas e concluídas.,"C2-Média, P3-Alta, 📋 Backlog",Administrator,Hercules,2025-12-29T18:56:53.568Z,2025-12-31T17:16:11.974Z,,,N/A,N/A,N/A,N/A,,,0,0,None,N/A,N/A,0,N/A,opened,False,http://gitlab/grp-prodemge/prj-python/-/issues/29,C2-Média,2,P3-Média,Backlog
mitologia-tech,6,scrum-productivity-analytics,2,,Criar indicadores de tarefas por status,28,"Desenvolver indicadores que permitam analisar a distribuição das tarefas por status (backlog, em andamento, concluídas, etc.).","C2-Média, P3-Alta, 🧪 Testes",Administrator,Poseidon,2025-12-29T18:56:36.428Z,2026-01-06T17:02:37.267Z,,,Sprint 4,4,2026-01-31,N/A,,,0,0,None,N/A,N/A,0,N/A,opened,False,http://gitlab/grp-prodemge/prj-python/-/issues/28,C2-Média,2,P3-Média,Testes
mitologia-tech,6,scrum-productivity-analytics,2,,Definir modelo analítico no Power BI,27,"Definir o modelo de dados no Power BI, organizando tabelas, relacionamentos e campos necessários para análise.","C3-Alta, P3-Alta",Administrator,Zeus,2025-12-29T18:56:21.782Z,2026-01-06T17:01:22.910Z,2025-12-31T17:17:40.728Z,,Sprint 3,3,2025-12-31,N/A,,,0,0,None,N/A,N/A,0,N/A,closed,False,http://gitlab/grp-prodemge/prj-python/-/issues/27,C3-Alta,3,P3-Média,Concluído
mitologia-tech,6,scrum-productivity-analytics,2,,Validar datas de criação e fechamento,26,"Verificar a consistência das datas de criação, atualização e fechamento das issues para garantir análises temporais corretas.","C1-Baixa, P1-Baixa",Administrator,Perseu,2025-12-29T18:55:52.852Z,2026-01-06T16:58:31.798Z,2025-12-31T17:14:47.033Z,,Sprint 4,4,2026-01-31,N/A,,,0,0,None,N/A,N/A,0,N/A,closed,False,http://gitlab/grp-prodemge/prj-python/-/issues/26,C1-Baixa,1,P1-Muito Alta,Concluído
mitologia-tech,6,scrum-productivity-analytics,2,,Verificar duplicidade de issues,25,Analisar o dataset para identificar e evitar possíveis duplicidades de registros de issues.,"C1-Baixa, P2-Média",Administrator,Perseu,2025-12-29T18:55:20.530Z,2026-01-06T17:01:46.602Z,2025-12-31T17:14:45.077Z,,Sprint 3,3,2025-12-31,N/A,,,0,0,None,N/A,N/A,0,N/A,closed,False,http://gitlab/grp-prodemge/prj-python/-/issues/25,C1-Baixa,1,P2-Alta,Concluído
mitologia-tech,6,scrum-productivity-analytics,2,,Validar quantidade de registros extraídos,24,Validar se a quantidade de registros extraídos corresponde ao volume esperado de projetos e issues existentes no GitLab.,"C1-Baixa, P1-Baixa",Administrator,Perseu,2025-12-29T18:54:25.722Z,2026-01-06T17:01:35.022Z,2025-12-31T17:14:49.437Z,,Sprint 3,3,2025-12-31,N/A,,,0,0,None,N/A,N/A,0,N/A,closed,False,http://gitlab/grp-prodemge/prj-python/-/issues/24,C1-Baixa,1,P1-Muito Alta,Concluído
mitologia-tech,6,scrum-productivity-analytics,2,,Consolidar dados extraídos em dataset único,23,"Consolidar os dados de grupos, projetos e issues em um único dataset estruturado, facilitando o consumo posterior no Power BI.","C4-Altíssima, P2-Média",Administrator,Perseu,2025-12-29T18:53:47.510Z,2026-01-06T17:00:34.044Z,2026-01-06T16:57:50.339Z,,Sprint 3,3,2025-12-31,N/A,,,0,0,None,N/A,N/A,0,N/A,closed,False,http://gitlab/grp-prodemge/prj-python/-/issues/23,C4-Altíssima,4,P2-Alta,Concluído
mitologia-tech,6,scrum-productivity-analytics,2,,Tratar campos nulos e opcionais na extração,22,"Implementar tratamentos básicos para campos nulos ou opcionais retornados pela API, garantindo a consistência do dataset final.","C3-Alta, P1-Baixa",Administrator,Morfeu,2025-12-29T18:53:19.002Z,2026-01-06T17:00:53.705Z,2026-01-06T16:57:52.175Z,,Sprint 3,3,2025-12-31,N/A,,,0,0,None,N/A,N/A,0,N/A,closed,False,http://gitlab/grp-prodemge/prj-python/-/issues/22,C3-Alta,3,P1-Muito Alta,Concluído
mitologia-tech,6,scrum-productivity-analytics,2,,Implementar extração de dados de colaboradores,21,"Extrair informações dos colaboradores associados às issues, permitindo análises relacionadas à produtividade individual.","C3-Alta, P1-Baixa",Administrator,Hercules,2025-12-29T18:52:56.190Z,2026-01-06T17:00:08.297Z,2026-01-06T16:57:48.078Z,,Sprint 1,1,2025-08-31,N/A,,,0,0,None,N/A,N/A,0,N/A,closed,False,http://gitlab/grp-prodemge/prj-python/-/issues/21,C3-Alta,3,P1-Muito Alta,Concluído
mitologia-tech,6,scrum-productivity-analytics,2,,Implementar extração de dados de issues,20,"Desenvolver a extração de dados das issues dos projetos, incluindo informações de status, prioridade, responsáveis e datas.","C3-Alta, P2-Média, 🚧 Em andamento",Administrator,Hercules,2025-12-29T18:51:59.063Z,2026-01-06T17:02:53.235Z,,,Sprint 3,3,2025-12-31,N/A,,,0,0,None,N/A,N/A,0,N/A,opened,False,http://gitlab/grp-prodemge/prj-python/-/issues/20,C3-Alta,3,P2-Alta,Em andamento
mitologia-tech,6,scrum-productivity-analytics,2,,Implementar extração de dados de projetos,19,,"C3-Alta, P1-Baixa, 🚧 Em andamento",Administrator,Zeus,2025-12-29T18:50:51.044Z,2026-01-06T17:02:57.393Z,,,Sprint 3,3,2025-12-31,N/A,,,0,0,None,N/A,N/A,0,N/A,opened,False,http://gitlab/grp-prodemge/prj-python/-/issues/19,C3-Alta,3,P1-Muito Alta,Em andamento
mitologia-tech,6,scrum-productivity-analytics,2,,Analisar estrutura da API REST do GitLab,18,"Estudar a documentação da API REST do GitLab para identificar os endpoints necessários para extração de dados de grupos, projetos e issues.","C3-Alta, P3-Alta",Administrator,Zeus,2025-12-29T18:50:04.538Z,2026-01-06T17:01:01.159Z,2026-01-06T16:57:47.076Z,,Sprint 4,4,2026-01-31,N/A,,,0,0,None,N/A,N/A,0,N/A,closed,False,http://gitlab/grp-prodemge/prj-python/-/issues/18,C3-Alta,3,P3-Média,Concluído
mitologia-tech,6,scrum-productivity-analytics,2,,Planejar sprints do projeto,17,"Organizar o projeto em sprints, definindo períodos de execução e associando as issues aos respectivos marcos (milestones/sprint).","C1-Baixa, P3-Alta",Administrator,Morfeu,2025-12-29T18:48:55.824Z,2026-01-06T16:59:08.792Z,2025-12-31T17:18:31.682Z,,Sprint 3,3,2025-12-31,N/A,,,0,0,None,N/A,N/A,0,N/A,closed,False,http://gitlab/grp-prodemge/prj-python/-/issues/17,C1-Baixa,1,P3-Média,Concluído
mitologia-tech,6,scrum-productivity-analytics,2,,Definir métricas de produtividade e qualidade,16,"Definir os principais indicadores de produtividade e qualidade a serem analisados, como volume de tarefas, tarefas concluídas, distribuição por prioridade e tarefas por colaborador","C1-Baixa, P3-Alta",Administrator,Morfeu,2025-12-29T18:47:57.158Z,2026-01-06T17:00:17.863Z,2026-01-06T16:57:57.482Z,,Sprint 4,4,2026-01-31,N/A,,,0,0,None,N/A,N/A,0,N/A,closed,False,http://gitlab/grp-prodemge/prj-python/-/issues/16,C1-Baixa,1,P3-Média,Concluído
mitologia-tech,6,scrum-productivity-analytics,2,,Criar estrutura inicial do quadro Scrum,15,"Configurar o quadro Scrum no GitLab, definindo colunas, fluxos de trabalho e regras de movimentação das issues ao longo do ciclo de desenvolvimento","C1-Baixa, P3-Alta, 📝 A fazer",Administrator,Morfeu,2025-12-29T18:39:43.891Z,2025-12-30T13:47:45.204Z,,,N/A,N/A,N/A,N/A,,,0,0,None,N/A,N/A,0,N/A,opened,False,http://gitlab/grp-prodemge/prj-python/-/issues/15,C1-Baixa,1,P3-Média,A fazer
mitologia-tech,6,scrum-productivity-analytics,2,,Definir escopo do projeto de análise,14,"Definir claramente o escopo do projeto de análise de produtividade e qualidade dos projetos de software, delimitando quais dados do GitLab serão utilizados e quais métricas serão analisadas.","C2-Média, P2-Média, 🔍 Revisão - Homologação",Administrator,Hercules,2025-12-29T18:37:32.716Z,2026-01-06T17:02:21.155Z,,,Sprint 4,4,2026-01-31,N/A,,,0,0,None,N/A,N/A,0,N/A,opened,False,http://gitlab/grp-prodemge/prj-python/-/issues/14,C2-Média,2,P2-Alta,Revisão-Homologação
mitologia-tech,6,scrum-productivity-analytics,2,,Instalar Pandas,13,,"C2-Média, P3-Alta",Administrator,Zeus,2025-08-03T13:18:55.319Z,2025-12-31T17:17:50.982Z,2025-12-31T17:17:50.876Z,,Sprint 1,1,2025-08-31,N/A,,,0,0,None,N/A,N/A,0,N/A,closed,False,http://gitlab/grp-prodemge/prj-python/-/issues/13,C2-Média,2,P3-Média,Concluído
mitologia-tech,6,scrum-productivity-analytics,2,,Refatorar função de exportação de CSV,12,A função export_to_csv está duplicando dados. Refatorar para garantir consistência.,"C4-Altíssima, P3-Alta",Administrator,Zeus,2025-07-29T14:20:58.959Z,2025-12-31T17:17:48.645Z,2025-12-31T17:17:48.641Z,,Sprint 1,1,2025-08-31,N/A,,,0,0,None,N/A,N/A,0,N/A,closed,False,http://gitlab/grp-prodemge/prj-python/-/issues/12,C4-Altíssima,4,P3-Média,Concluído
mitologia-tech,6,scrum-productivity-analytics,2,,Documentar endpoints da API REST,11,Criar documentação detalhada (em Markdown) para todos os endpoints da API REST atual.,"C2-Média, P1-Baixa, 🚧 Em andamento",Administrator,Poseidon,2025-07-29T14:20:16.857Z,2025-12-31T17:16:37.379Z,,,Sprint 2,2,2025-09-30,N/A,,,0,0,None,N/A,N/A,0,N/A,opened,False,http://gitlab/grp-prodemge/prj-python/-/issues/11,C2-Média,2,P1-Muito Alta,Em andamento
mitologia-tech,6,scrum-productivity-analytics,2,,Implementar cache para chamadas de API,10,Adicionar um sistema de cache (ex.: Redis) para reduzir latência nas chamadas de API externas.,"C3-Alta, P1-Baixa",Administrator,Poseidon,2025-07-29T14:19:12.637Z,2026-01-06T16:58:01.559Z,2026-01-06T16:58:01.554Z,,Sprint 2,2,2025-09-30,N/A,,,0,0,None,N/A,N/A,0,N/A,closed,False,http://gitlab/grp-prodemge/prj-python/-/issues/10,C3-Alta,3,P1-Muito Alta,Concluído
mitologia-tech,6,scrum-productivity-analytics,2,,Resolver falha no parser de JSON,9,"O parser está gerando erro ""Unexpected token"" ao processar arquivos JSON grandes. Revisar e corrigir.","C3-Alta, P3-Alta",Administrator,Zeus,2025-07-29T14:16:29.416Z,2026-01-06T16:57:55.884Z,2026-01-06T16:57:55.879Z,,Sprint 1,1,2025-08-31,N/A,,,0,0,None,N/A,N/A,0,N/A,closed,False,http://gitlab/grp-prodemge/prj-python/-/issues/9,C3-Alta,3,P3-Média,Concluído
mitologia-tech,6,scrum-productivity-analytics,2,,Instalar MySQL,8,,"C2-Média, P3-Alta",Administrator,Hercules,2025-07-24T18:39:21.116Z,2026-01-06T17:01:15.698Z,2025-12-31T17:17:45.970Z,,Sprint 1,1,2025-08-31,N/A,,,2,0,None,N/A,N/A,0,N/A,closed,False,http://gitlab/grp-prodemge/prj-python/-/issues/8,C2-Média,2,P3-Média,Concluído
mitologia-tech,6,scrum-productivity-analytics,2,,Realizar visualização exploratória inicial com Matplotlib,6,,"C2-Média, P1-Baixa",Administrator,Poseidon,2025-07-24T17:34:44.637Z,2026-01-06T16:57:46.507Z,2026-01-06T16:57:46.198Z,,Sprint 1,1,2025-08-31,N/A,,,0,0,None,N/A,N/A,0,N/A,closed,False,http://gitlab/grp-prodemge/prj-python/-/issues/6,C2-Média,2,P1-Muito Alta,Concluído
mitologia-tech,6,scrum-productivity-analytics,2,,Desenvolver script de análise exploratória com Pandas,5,,"C4-Altíssima, P2-Média",Administrator,Poseidon,2025-07-24T17:28:09.063Z,2026-01-06T16:57:49.243Z,2026-01-06T16:57:49.239Z,,Sprint 1,1,2025-08-31,N/A,,,0,0,None,N/A,N/A,0,N/A,closed,False,http://gitlab/grp-prodemge/prj-python/-/issues/5,C4-Altíssima,4,P2-Alta,Concluído
mitologia-tech,6,scrum-productivity-analytics,2,,Escrever README.md com instruções do projeto,4,,"C1-Baixa, P1-Baixa",Administrator,Poseidon,2025-07-24T17:27:44.878Z,2026-01-06T16:59:25.457Z,2025-12-31T17:18:25.794Z,,Sprint 3,3,2025-12-31,N/A,,,0,0,None,N/A,N/A,0,N/A,closed,False,http://gitlab/grp-prodemge/prj-python/-/issues/4,C1-Baixa,1,P1-Muito Alta,Concluído
mitologia-tech,6,scrum-productivity-analytics,2,,"Instalar pacotes principais (pandas, numpy...)",3,,"C2-Média, P2-Média",Administrator,Perseu,2025-07-24T17:27:19.359Z,2026-01-06T16:59:44.478Z,2025-12-31T17:17:53.995Z,,Sprint 3,3,2025-12-31,N/A,,,1,0,None,N/A,N/A,0,N/A,closed,False,http://gitlab/grp-prodemge/prj-python/-/issues/3,C2-Média,2,P2-Alta,Concluído
mitologia-tech,6,scrum-productivity-analytics,2,,Testar o Jupyter Notebook,2,,"C1-Baixa, P3-Alta",Administrator,Administrator,2025-07-24T17:06:01.788Z,2026-01-06T17:02:10.657Z,2025-07-30T18:56:48.314Z,,Sprint 2,2,2025-09-30,N/A,,,1,0,None,N/A,N/A,0,N/A,closed,False,http://gitlab/grp-prodemge/prj-python/-/issues/2,C1-Baixa,1,P3-Média,Concluído
mitologia-tech,6,scrum-productivity-analytics,2,,Instalar versão mais recente Python,1,Verificar a versão mais recente e fazer a instalação do Anaconda para usar Jupyter Notebook.,"C2-Média, P4-Altíssima",Administrator,Hercules,2025-07-24T17:03:21.613Z,2026-01-06T17:02:02.466Z,2026-01-06T16:57:14.558Z,,Sprint 1,1,2025-08-31,N/A,,,0,0,None,N/A,N/A,0,N/A,closed,False,http://gitlab/grp-prodemge/prj-python/-/issues/1,C2-Média,2,P4-Baixa,Concluído
